"[ ""Uratował"", ""także"", ""przed"", ""likwidacją"", ""Teatr"", ""Stu"", ""."" ]";[0,0,0,0,3,4,0]
"[ ""Styl"", ""ten"", ""najdłużej"", ""przetrwał"", ""na"", ""Wyspach"", ""Brytyjskich"", ""."" ]";[0,0,0,0,0,5,6,0]
"[ ""Spotykany"", ""też"", ""na"", ""obszarze"", ""Florydy"", ""w"", ""USA"" ]";[0,0,0,0,5,0,5]
"[ ""Dinamo"", ""Moskwa"", ""("", ""2005-2006"", "")"" ]";[3,4,0,0,0]
"[ ""'"", ""''"", ""Aneta"", ""Kręglicka"", ""''"", ""'"" ]";[0,0,1,2,0,0]
"[ ""Hrabstwo"", ""Johnson"", ""("", ""Tennessee"", "")"" ]";[5,6,0,5,0]
"[ ""Ostrołęka"", ""/"", ""Ławy"", ""–"", ""91,5"", ""MHz"" ]";[5,0,5,0,0,0]
"[ ""Przez"", ""całą"", ""karierę"", ""związany"", ""był"", ""z"", ""Dynamem"", ""Kijów"", "","", ""w"", ""którym"", ""występował"", ""przez"", ""9"", ""sezonów"", ""."" ]";[0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0]
"[ ""PATRZ"", ""Klagenfurt"", ""am"", ""Wörthersee"" ]";[0,5,6,6]
"[ ""osób"", "","", ""zamieszkujących"", ""Afganistan"", ""("", ""1,4"", ""tys"", ""."" ]";[0,0,0,5,0,0,0,0]
"[ ""Miało"", ""to"", ""miejsce"", ""w"", ""nowozelandzkim"", ""Auckland"", "","", ""odpadła"", ""w"", ""drugiej"", ""rundzie"", ""."" ]";[0,0,0,0,0,5,0,0,0,0,0,0]
"[ ""Dobrzyniewo"", ""Kościelne"", "","", ""Dobrzyniewo"", ""Duże"", "","", ""Dobrzyniewo"", ""Fabryczne"", "","", ""Bohdan"", "","", ""Jaworówka"", "","", ""Krynice"", "","", ""Leńce"", "","", ""Letniki"", "","", ""Nowe"", ""Aleksandrowo"", "","", ""Ogrodniki"", "","", ""Podleńce"", "","", ""Ponikła"" ]";[5,6,0,5,6,0,5,6,0,5,0,5,0,5,0,5,0,5,0,5,6,0,5,0,5,0,5]
"[ ""Wiaczesław"", ""Zudow"", ""("", ""1"", "")"" ]";[1,2,0,0,0]
"[ ""Spartak"", ""Moskwa"", ""("", ""2008-2010"", "")"" ]";[3,4,0,0,0]
"[ ""'"", ""''"", ""Żary"", ""''"", ""'"" ]";[0,0,5,0,0]
"[ ""Poległ"", ""w"", ""bitwie"", ""nad"", ""Bzurą"", "","", ""w"", ""nocnym"", ""natarciu"", ""w"", ""okolicach"", ""Tułowic"", ""."" ]";[0,0,0,0,5,0,0,0,0,0,0,5,0]
"[ ""Kena"", ""Rosewalla"", "","", ""Ivana"", ""Lendla"", ""czy"", ""Freda"", ""Stolle'a"", ""."" ]";[1,2,0,1,2,0,1,2,0]
"[ ""'"", ""''"", ""Łukasz"", ""Czapla"", ""''"", ""'"" ]";[0,0,1,2,0,0]
"[ ""Stanowi"", ""połączenie"", ""Sankt"", ""Petersburga"", ""z"", ""Iwangorodem"", ""i"", ""Zatoką"", ""Fińską"", ""."" ]";[0,0,5,6,0,5,0,5,6,0]
"[ ""Gyula"", ""Lóránt"", "","", ""srebrny"", ""medalista"", ""Mistrzostw"", ""Świata"", ""w"", ""1954"" ]";[1,2,0,0,0,3,4,0,0]
"[ ""Dotychczas"", ""niemal"", ""stuprocentowo"", ""frankofońska"", "","", ""w"", ""krótkim"", ""czasie"", ""stała"", ""się"", ""dwunarodowa"", ""."" ]";[0,0,0,0,0,0,0,0,0,0,0,0]
"[ ""Opowiada"", ""o"", ""wypędzeniu"", ""Hagar"", ""i"", ""jej"", ""syna"", ""Izmaela"", ""przez"", ""Abrahama"", ""."" ]";[0,0,0,1,0,0,0,1,0,1,0]
"[ ""Koponiusz"", ""("", ""6-9"", "")"" ]";[1,0,0,0]
"[ ""Britta"", ""Heidemann"", ""'"", ""''"", ""13-14"", ""''"", ""'"" ]";[1,2,0,0,0,0,0]
"[ ""Inter]]"", ""Mediolan"", ""'"", ""''"", ""0:1"", ""("", ""0:0"", "")"", ""'"", ""''"" ]";[3,5,0,0,0,0,0,0,0,0]
"[ ""Kępno"", ""-"", ""w"", ""woj"", ""."" ]";[5,0,0,0,0]
"[ ""drużyny"", ""Jamajki"", "","", ""Burkina"", ""Faso"", ""i"", ""Czarnogóry"", ""."" ]";[0,5,0,5,5,0,5,0]
"[ ""kierownikiem"", ""Prady"", ""w"", ""Londynie"", ""."" ]";[0,3,0,5,0]
"[ ""Zwycięzcy"", ""par"", ""barażowych"", ""awansują"", ""do"", ""finałów"", ""Mistrzostw"", ""Świata"", ""."" ]";[0,0,0,0,0,0,3,4,0]
"[ ""Kolaboracja"", ""pod"", ""okupacją"", ""niemiecką"", ""podczas"", ""II"", ""wojny"", ""światowej"" ]";[0,0,0,0,0,0,0,0]
"[ ""Z."", ""Berlinga"", ""("", ""deklarowali"", ""współpracę"", ""na"", ""warunkach"", ""jednoczesnej"", ""lojalności"", ""wobec"", ""rządu"", ""emigracyjnego"", "")"", ""i"", ""ppłk"", ""."" ]";[1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0]
"[ ""Zestaw"", ""dzwonów"", ""dla"", ""kościoła"", ""św."", ""Michała"", ""Archanioła"", ""i"", ""św."", ""Stanisława"", ""Biskupa"", ""w"", ""Krakowie"", ""zw"", ""."" ]";[ 0,0,0,0,0,1,2,0,0,1,2,0,5,0,0]
"[ ""**"", ""''Mamidło"", ""''"", "","", ""Galeria"", ""Program"", "","", ""Warszawa"" ]";[0,0,0,0,5,6,0,5]
"[ ""Niderlandy"", ""("", ""region"", ""historyczny"", "")"" ]";[5,0,0,0,0]
"[ ""Maciej"", ""Płażyński"", ""("", ""ur"", ""."" ]";[1,2,0,0,0]
"[ ""Wielka"", ""Brytania"", ""–"", ""Long"", ""Eaton"", ""/"", ""trening"" ]";[5,6,0,3,4,0,0]
"[ ""'"", ""''"", ""Wohlau"", ""''"", ""'"", ""→"", ""Wołów"" ]";[0,0,5,0,0,0,5]
"[ ""Basantpur"", ""("", ""Bara"", "")"" ]";[1,2,2,2]
"[ ""``"", ""Girls"", ""Just"", ""Want"", ""to"", ""Have"", ""Fun"", ""''"", ""–"", ""2:59"" ]";[0,0,0,0,0,0,0,0,0,0]
"[ ""Nowy"", ""Jork"", ""-"", ""Stałe"", ""Przedstawicielstwo"", ""przy"", ""Organizacji"", ""Narodów"", ""Zjednoczonych"" ]";[5,6,0,3,4,4,4,4,4]
"[ ""Anja"", ""Pärson"", ""''"", ""Szwecja"", ""("", ""SWE"", "")"", ""''"" ]";[1,2,0,5,6,6,6,0]
"[ ""'"", ""''"", ""Amerykański"", ""i"", ""Japoński"", ""9-ścieżkowy"", ""CD-Maxi"", ""Singel"", ""''"", ""'"" ]";[0,0,0,0,0,0,0,0,0,0]
"[ ""'"", ""''"", ""Lanzhou"", ""''"", ""'"" ]";[0,0,5,0,0]
"[ ""Swoje"", ""mecze"", ""rozgrywa"", ""na"", ""nim"", ""drużyna"", ""FK"", ""Ekibastuz"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 3, 4, 0 ]
"[ ""Był"", ""działaczem"", ""społecznym"", ""w"", ""Yorkshire"", ""."" ]";[ 0, 0, 0, 0, 5, 0 ]
"[ ""**"", ""'"", ""''"", ""John"", ""Hancock"", ""''"", ""'"", ""("", ""odc"", ""."" ]";[ 0, 0, 0, 1, 2, 0, 0, 0, 0, 0 ]
"[ ""Rolę"", ""w"", ""filmie"", ""zagwarantowała"", ""jej"", ""odmowa"", ""jej"", ""przyjęcia"", ""przez"", ""Aaliyah"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0 ]
"[ ""Od"", ""szóstego"", ""roku"", ""życia"", ""dziewczynka"", ""wychowywała"", ""się"", ""w"", ""Petersburgu"", ""u"", ""stryja"", ""Karola"", ""Roberta"", ""Nesselrodego"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 2, 2, 0 ]
"[ ""Dinamo"", ""Moskwa"", ""-"", ""Polonia"", ""Bytom"", ""6-0"", ""("", ""2-0,3-0,1-0"", "")"" ]";[ 3, 4, 0, 3, 4, 0, 0, 0, 0 ]
"[ ""'"", ""''"", ""Ryan"", ""Lochte"", ""''"", ""'"" ]";[ 0, 0, 1, 2, 0, 0 ]
"[ ""Alaksandr"", ""Martynowicz"", ""("", ""dla"", ""Ukrainy"", "")"" ]";[ 1, 2, 0, 0, 3, 0 ]
"[ ""Po"", ""odwołaniu"", ""gabinetu"", ""Widenowa"", ""zaangażowała"", ""się"", ""w"", ""szereg"", ""inicjatyw"", ""pozarządowych"", "","", ""m.in"", ""."" ]";[ 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""PATRZ"", ""Arthur"", ""Gore"", ""("", ""9."", ""hrabia"", ""Arran"", "")"" ]";[ 0, 1, 2, 0, 0, 0, 0, 0]
"[ ""Straciła"", ""sympatię"", ""króla"", ""Ludwika"", ""XIV"", "","", ""a"", ""jej"", ""mąż"", ""zaczął"", ""ją"", ""zdradzać"", ""."" ]";[ 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""'"", ""''"", ""KTM"", ""''"", ""'"" ]";[ 0, 0, 3, 0, 0 ]
"[ ""Tilda"", ""Swinton"", "","", ""John"", ""C."", ""Reilly"", "","", ""Ezra"", ""Miller"" ]";[ 1, 2, 0, 1, 2, 2, 0, 1, 2 ]
"[ ""Na"", ""wieży"", ""kościelnej"", ""do"", ""dziś"", ""można"", ""znaleźć"", ""ślady"", ""wizyty"", ""Armii"", ""Czerwonej"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0 ]
"[ ""Urodził"", ""się"", ""w"", ""Botoszanach"", ""na"", ""północy"", ""Rumunii"", ""."" ]";[ 0, 0, 0, 5, 0, 0, 5, 0 ]
"[ ""PATRZ"", ""Ajos"", ""Joanis"", ""Rendis"" ]";[ 0, 5, 6, 6 ]
"[ ""W"", ""czasopiśmie"", ""Wired"", ""''"", ""krytyczne"", ""opinie"", ""nt"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""prof."", ""Adam"", ""Kopyciński"", "","", ""ps"", ""."" ]";[ 0, 1, 2, 0, 0, 0 ]
"[ ""Pod"", ""tym"", ""samym"", ""pseudonimem"", ""lub"", ""pod"", ""własnym"", ""nazwiskiem"", ""pisywał"", ""także"", ""w"", ""„Tygodniku"", ""Powszechnym”"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""Kształt"", ""ich"", ""bywa"", ""gruszkowaty"", "","", ""przypominający"", ""muszle"", ""porcelanek"", ""lub"", ""wrzecionowaty"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""Zainicjował"", ""popularną"", ""serię"", ""wydań"", ""dzieł"", ""Karla"", ""Maya"", ""("", ""Karl-May-Edition"", "")"", ""."" ]";[ 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0 ]
"[ ""Obecnie"", ""występuje"", ""w"", ""klubie"", ""FC"", ""Twente"", ""."" ]";[ 0, 0, 0, 0, 3, 4, 0 ]
"[ ""Jest"", ""pochowany"", ""na"", ""cmentarzu"", ""ewangelicko-reformowanym"", ""w"", ""Warszawie"", ""przy"", ""ul"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 5, 0, 0, 0 ]
"[ ""Steve"", ""Davis"", ""9–7"", ""Mark"", ""King"" ]";[ 1, 2, 0, 1, 2 ]
"[ ""Naukę"", ""kontynuował"", ""w"", ""Belgii"", "","", ""Holandii"", ""i"", ""Nowym"", ""Jorku"", ""."" ]";[ 0, 0, 0, 5, 0, 5, 0, 5, 6, 0 ]
"[ ""Swoje"", ""mecze"", ""rozgrywał"", ""na"", ""nim"", ""zespół"", ""SSC"", ""Napoli"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 3, 4, 0 ]
"[ ""**"", ""Katowice"", ""–"", ""Rybnik"", ""–"", ""Racibórz"" ]";[ 0, 5, 0, 5, 0, 5 ]
"[ ""Agnieszka"", ""Przemyślidka"", ""("", ""1211-1282"", "")"" ]";[ 1, 2, 0, 0, 0 ]
"[ ""Lawrence"", ""Joseph"", ""Henderson"", ""-"", ""biochemik"" ]";[ 1, 2, 2, 0, 0 ]
"[ ""Treblinka"", ""("", ""obozy"", "")"" ]";[ 5, 0, 0, 0 ]
"[ ""Jego"", ""żona"", ""Maria"", ""Luiza"", ""i"", ""syn"", ""Napoleon"", ""II"", ""otrzymali"", ""Księstwo"", ""Parmy"", ""i"", ""Piacenzy"", ""."" ]";[ 0, 0, 1, 2, 0, 0, 1, 2, 0, 5, 6, 6, 6, 0 ]
"[ ""Leży"", ""ok."", ""10"", ""km"", ""na"", ""północ"", ""od"", ""Waiblingen"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 5, 0 ]
"[ ""PATRZ"", ""Liga"", ""Mistrzów"", ""w"", ""piłce"", ""siatkowej"", ""("", ""2006"", ""/"", ""2007"", "")"" ]";[ 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0]
"[ ""Trio"", ""stworzyło"", ""``"", ""Hard"", ""''"", ""i"", ""``"", ""Rockstar"", ""101"", ""''"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""Uniwersytet"", ""Tuluza"", ""III"", ""-"", ""Paul"", ""Sabatier"" ]";[ 3, 4, 4, 4, 4, 4 ]
"[ ""Mistrzostwa"", ""Świata"", ""w"", ""Biegach"", ""Przełajowych"", ""2010"", ""Bydgoszcz"" ]";[ 0, 0, 0, 0, 0, 0, 5 ]
"[ ""PATRZ"", ""Dynamo"", ""Charków"", ""("", ""hokej"", ""na"", ""lodzie"", "")"" ]";[ 0, 3, 4, 0, 0, 0, 0, 0 ]
"[ ""Ostatecznie"", "","", ""decydującą"", ""kwestią"", ""w"", ""decyzji"", ""o"", ""wycofaniu"", ""był"", ""brak"", ""zgody"", ""Airbusa"", ""na"", ""dozór"", ""techniczny"", ""starzejących"", ""się"", ""płatowców"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""Zespół"", ""Szkolno-Przedszkolny"", ""w"", ""Ogrodzieńcu"" ]";[ 3, 4, 4, 4 ]
"[ ""Stefan"", ""II"", ""Gattas"", ""("", ""1986-2006"", "")"" ]";[ 1, 2, 2, 0, 0, 0 ]
"[ ""Obok"", ""Leo"", ""von"", ""Klenzego"", ""uważany"", ""za"", ""czołowego"", ""architekta"", ""Bawarii"", ""w"", ""okresie"", ""panowania"", ""króla"", ""Ludwika"", ""I"", ""Wittelsbacha"", ""."" ]";[ 0, 1, 2, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 2, 2, 0 ]
"[ ""Za"", ""panowania"", ""Władysława"", ""IV"", ""szerzyły"", ""się"", ""bunty"", ""przeciw"", ""uciskowi"", ""fizycznemu"", ""i"", ""moralnemu"", ""."" ]";[ 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""|"", ""West"", ""Ham"", ""United"", ""F.C"", ""."" ]";[ 0, 3, 4, 4, 4, 0 ]
"[ ""Lara"", ""Arruabarrena"", ""Kaia"", ""Kanepi"", ""Aleksandra"", ""Panowa"", ""Julija"", ""Putincewa"" ]";[ 1, 2, 1, 2, 1, 2, 1, 2 ]
"[ ""W"", ""tym"", ""samym"", ""roku"", ""dostał"", ""powołanie"", ""do"", ""kadry"", ""na"", ""Złoty"", ""Puchar"", ""CONCACAF"", ""2013"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0 ]
"[ ""Asystent"", ""–"", ""Politechnika"", ""Śląska"", ""("", ""1972-1983"", "")"" ]";[ 0, 0, 3, 4, 0, 0, 0 ]
"[ ""Kaski"", ""("", ""województwo"", ""mazowieckie"", "")"" ]";[ 5,0,0,0,0]
"[ ""Daaquam"", ""przepływa"", ""przez"", ""kanadyjską"", ""prowincję"", ""Quebec"", ""i"", ""amerykański"", ""stan"", ""Maine"", ""."" ]";[ 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0 ]
"[ ""Brno"", ""–"", ""zmodernizowano"", ""47"", ""wozów"", "","", ""niektóre"", ""z"", ""nich"", ""zostały"", ""wycofane"", ""lub"", ""zmodernizowane"", ""po"", ""raz"", ""kolejny"" ]";[ 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""Orygenes"", "","", ""Justyn"", "","", ""Tertulian"", "","", ""Cyprian"", ""z"", ""Kartaginy"", "","", ""Atanazy"", "","", ""Grzegorz"", ""z"", ""Nazjanzu"", "","", ""Efrem"", ""Syryjczyk"", "","", ""Jan"", ""Chryzostom"", "","", ""Teodor"", ""z"", ""Mopsuestii"", "","", ""Ambroży"", "","", ""Augustyn"", "","", ""Maksym"", ""Wyznawca"", "","", ""Leon"", ""Wielki"", "","", ""Beda"", ""oraz"", ""Paschasius"", ""Radbertus"", ""."" ]";[ 1, 0, 1, 0, 1, 0, 1, 2, 2, 0, 1, 0, 1, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 2, 0, 1, 0, 1, 0, 1, 2, 0, 1, 2, 0, 1, 0, 1, 2, 0 ]
"[ ""Sam"", ""Groth"", ""Philipp"", ""Kohlschreiber"", ""Bernard"", ""Tomic"", ""Mischa"", ""Zverev"" ]";[ 1, 2, 1, 2, 1, 2, 1, 2 ]
"[ ""Medal"", ""30-lecia"", ""Polski"", ""Ludowej"" ]";[ 0,0, 3, 4 ]
"[ ""Michael"", ""Holt"", ""("", ""34"", "")"" ]";[ 1, 2, 0, 0, 0 ]
"[ ""**"", ""Feliks"", ""Dzierżyński"", ""został"", ""szefem"", ""Czeka"", ""."" ]";[ 0, 1, 2, 0, 0, 3, 0 ]
"[ ""Ciarko"", ""PBS"", ""Bank"", ""KH"", ""Sanok"", ""("", ""2013-2014"", "")"" ]";[ 3, 4, 4, 4, 4, 0, 0, 0 ]
"[ ""1599–1633"", ""–"", ""Izabela"", ""Klara"", ""Eugenia"", ""Habsburg"" ]";[ 0, 0, 1, 2, 2, 2 ]
"[ ""``"", ""Demon"", ""Lung"", ""''"", ""–"", ""5:53"" ]";[ 0, 3, 4, 0, 0, 0 ]
"[ ""Hrabstwo"", ""Grundy"", ""("", ""północny"", ""zachód"", "")"" ]";[ 5, 6, 0, 0, 0, 0 ]
"[ ""Bazylika"", ""św."", ""Marka"", ""w"", ""Wenecji"", "","" ]";[ 0,0,0,0,5,0 ]
"[ ""Szwecja"", ""62"", ""-"", ""87"", ""'"", ""''"", ""Izrael"", ""''"", ""'"" ]";[ 3, 0, 0, 0, 0, 0, 3, 0, 0 ]
"[ ""'"", ""''"", ""HC"", ""Erlangen"", ""''"", ""'"" ]";[ 0, 0, 3, 4, 0, 0 ]
"[ ""``"", ""I"", ""Want"", ""You"", ""Back"", ""''"" ]";[ 0, 0,0,0,0, 0 ]
"[ ""Została"", ""zbudowana"", ""w"", ""latach"", ""1914-1917"", ""razem"", ""z"", ""linią"", ""do"", ""Turku"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0 ]
"[ ""Jędrzeja"", ""Śniadeckiego"", ""i"", ""im"", ""."" ]";[ 1, 2, 0, 0, 0 ]
"[ ""'"", ""''"", ""Ameryka"", ""Centralna"", ""i"", ""Północna"", ""''"", ""'"" ]";[ 0, 0, 5, 6, 0, 5, 0, 0 ]
"[ ""W"", ""Woroneżu"", ""zajął"", ""się"", ""redagowaniem"", ""dwutygodnika"", ""''Siriena"", ""''"", ""."" ]";[ 0, 5, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""członkostwo"", ""American"", ""Association"", ""for"", ""the"", ""Advancement"", ""of"", ""Science"", "","" ]";[ 0, 3, 4, 4, 4, 4, 4, 4, 0 ]
"[ ""Jest"", ""obsługiwana"", ""i"", ""zarządzana"", ""przez"", ""České"", ""dráhy"", ""."" ]";[ 0, 0, 0, 0, 0, 3, 4, 0 ]
"[ ""rozpoczęto"", ""budowę"", ""Partenonu"", ""w"", ""Atenach"" ]";[ 0, 0, 0, 0, 5 ]
"[ ""Wojskowa"", ""Akademia"", ""Techniczna"", ""im."", ""Jarosława"", ""Dąbrowskiego"", ""–"", ""Warszawa"" ]";[ 3, 4, 4, 4, 4, 4, 0, 5 ]
"[ ""Hrabstwo"", ""Jackson"", ""("", ""północ"", "")"" ]";[ 5, 6, 0, 0, 0 ]
"[ ""``"", ""To"", ""Lose"", ""My"", ""Life"", ""''"", ""–"", ""3:11"" ]";[ 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""Marlies"", ""Schild"", ""–"", ""slalom"" ]";[ 1, 2, 0, 0 ]
"[ ""'"", ""''"", ""Rūta"", ""Meilutytė"", ""''"", ""'"" ]";[ 0, 0, 1, 2, 0, 0 ]
"[ ""Janusz"", ""Zabłocki"", ""("", ""1926-2014"", "")"", ""–"", ""publicysta"", "","", ""polityk"" ]";[ 1, 2, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""PATRZ"", ""Ogród"", ""zoologiczny"", ""w"", ""Koszycach"" ]";[ 0, 0, 0, 0, 5 ]
"[ ""=="", ""Udział"", ""w"", ""Mistrzostwach"", ""Europy"", ""=="" ]";[ 0, 0, 0, 3, 4, 0 ]
"[ ""PATRZ"", ""Reprezentacja"", ""Związku"", ""Radzieckiego"", ""w"", ""rugby"", ""union"", ""mężczyzn"" ]";[ 0, 3, 4, 4, 4, 4, 4, 4 ]
"[ ""'"", ""''"", ""Herbert"", ""Ross"", ""''"", ""'"" ]";[ 0, 0, 1, 2, 0, 0 ]
"[ ""Karierę"", ""piłkarską"", ""rozpoczął"", ""w"", ""drużynach"", ""rezerwowych"", ""Szachtara"", ""Donieck"", ""i"", ""Nowatora"", ""Żdanow"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 3, 4, 0, 3, 4, 0 ]
"[ ""Akademia"", ""Morska"", ""w"", ""Szczecinie"" ]";[ 3, 4, 4, 4 ]
"[ ""Znajduje"", ""się"", ""w"", ""dzielnicy"", ""Bronx"", "","", ""w"", ""Nowym"", ""Jorku"", ""i"", ""zlokalizowana"", ""jest"", ""pomiędzy"", ""stacjami"", ""174th–175th"", ""Streets"", ""i"", ""167th"", ""Street"", ""."" ]";[ 0, 0, 0, 0, 5, 0, 0, 5, 6, 0, 0, 0, 0, 0, 3, 4, 0, 3, 4, 0 ]
"[ ""``"", ""To"", ""co"", ""zrobiłem"", ""dla"", ""klubu"", "","", ""to"", ""niewiele"", ""w"", ""porównaniu"", ""do"", ""tego"", "","", ""co"", ""otrzymałem"", ""od"", ""Barcelony"", ""i"", ""od"", ""całej"", ""Katalonii"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 0 ]
"[ ""Wcześniejsze"", ""wydawnictwo"", ""było"", ""opublikowane"", ""przez"", ""wytwórnię"", ""Mercury"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 3, 0 ]
"[ ""W"", ""63."", ""minucie"", ""tego"", ""meczu"", ""zmienił"", ""Andreasa"", ""Ivanschitza"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 1, 2, 0 ]
"[ ""Bardzo"", ""często"", ""stosunek"", ""masy"", ""do"", ""światła"", ""podawany"", ""jest"", ""w"", ""odniesieniu"", ""do"", ""wartości"", ""bazowej"", "","", ""obliczonej"", ""dla"", ""Słońca"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0 ]
"[ ""Doszło"", ""do"", ""przeszukania"", ""domu"", ""przez"", ""policję"", ""i"", ""SA"", "","", ""ale"", ""nie"", ""został"", ""aresztowany"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0 ]
"[ ""'"", ""''"", ""Mika"", ""Kallio"", ""''"", ""'"" ]";[ 0, 0, 1, 2, 0, 0 ]
"[ ""Gary"", ""Cooper"", "","", ""Ray"", ""Milland"", "","", ""Robert"", ""Preston"", "","", ""Susan"", ""Hayward"", "","", ""Broderick"", ""Crawford"", ""i"", ""Brian"", ""Donlevy"", ""."" ]";[ 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0 ]
"[ ""Benjamin"", ""Lincoln"", ""("", ""Massachusetts"", "","", ""Partia"", ""Federalistyczna"", "")"", ""1"", ""głos"", ""elektorski"" ]";[ 1, 2, 0, 5, 0, 3, 4, 0, 0, 0, 0 ]
"[ ""PATRZ"", ""Jussara"", ""("", ""Bahia"", "")"" ]";[ 0, 5, 6, 6, 6 ]
"[ ""PATRZ"", ""Bernhard"", ""von"", ""Gudden"" ]";[ 0, 1, 2, 2 ]
"[ ""Single"", ""Ladies"", ""("", ""Put"", ""a"", ""Ring"", ""on"", ""It"", "")"", ""”"" ]";[0,0,0,0,0,0,0,0,0,0 ]
"[ ""Liga"", ""Mistrzów"", ""UEFA"", ""("", ""2007"", ""/"", ""2008"", "")"" ]";[3,4,4,0,0,0,0,0]
"[ ""Za"", ""kierownicą"", ""pierwszego"", ""znalazł"", ""się"", ""Karl"", ""Kling"", "","", ""ubiegłoroczny"", ""zwycięzca"", ""tego"", ""wyścigu"", "","", ""a"", ""drugi"", ""samochód"", ""trafił"", ""w"", ""ręce"", ""Hansa"", ""Herrmanna"", ""."" ]";[ 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0 ]
"[ ""Na"", ""dobre"", ""i"", ""na"", ""złe"", ""''"", ""("", ""1999-2015"", "")"", ""-"", ""reżyseria"", ""("", ""odc"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0 ]
"[ ""PATRZ"", ""Katedra"", ""Narodowa"", ""w"", ""Waszyngtonie"" ]";[ 0, 0, 0, 0, 4 ]
"[ ""'"", ""''"", ""CD"", ""2"", ""''"", ""'"" ]";[ 0, 0, 3, 4, 0, 0 ]
"[ ""=="", ""Letnie"", ""Grand"", ""Prix"", ""=="" ]";[ 0, 3, 4, 4, 0 ]
"[ ""San"", ""Giacomo"", ""degli"", ""Schiavoni"" ]";[ 5, 6, 6, 6 ]
"[ ""Wraz"", ""z"", ""żołnierzami"", ""przebywał"", ""w"", ""bazach"", ""wojskowych"", ""Ghazni"", "","", ""Bagram"", ""i"", ""Mazar-i"", ""Szarif"", ""."" ]";[ 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 6, 0 ]
"[ ""Mike"", ""Patton"", ""–"", ""Głos"", ""zainfekowanych"", ""stworzeń"" ]";[ 1, 2, 0, 0, 0, 0 ]
"[ ""'"", ""''"", ""Jekatierina"", ""Makarowa"", ""Jelena"", ""Wiesnina"" ]";[ 0, 0, 1, 2, 1, 2 ]
"[ ""1537–1559"", ""–"", ""panowanie"", ""Chrystiana"", ""III"", ""Oldenburga"" ]";[ 0, 0, 0, 1, 2, 2 ]
"[ ""Walczył"", ""pod"", ""Grochowem"", ""i"", ""Wawrem"", ""."" ]";[ 0, 0, 5, 0, 5, 0 ]
"[ ""'"", ""''"", ""Daron"", ""Rahlves"", ""''"", ""'"" ]";[ 0, 0, 1, 2, 0, 0 ]
